player_id,goals,goal_assist,appearances,mins_played,yellow_card,red_card,total_sub_on,total_sub_off
48549.0,0.0,0.0,20.0,1646.0,3.0,0.0,2.0,1.0
35149.0,0.0,0.0,19.0,1183.0,1.0,0.0,7.0,2.0
180064.0,0.0,0.0,19.0,1426.0,6.0,0.0,3.0,4.0
51699.0,0.0,0.0,19.0,939.0,4.0,0.0,8.0,11.0
129917.0,0.0,0.0,18.0,1489.0,1.0,0.0,0.0,2.0
52304.0,0.0,0.0,18.0,1612.0,1.0,0.0,1.0,0.0
160495.0,0.0,0.0,17.0,1294.0,4.0,0.0,2.0,2.0
114653.0,0.0,0.0,17.0,1437.0,5.0,0.0,0.0,2.0
162118.0,0.0,0.0,16.0,904.0,2.0,0.0,5.0,8.0
160457.0,0.0,0.0,16.0,1190.0,3.0,1.0,3.0,2.0
176689.0,0.0,0.0,16.0,1228.0,2.0,0.0,2.0,3.0
93899.0,0.0,0.0,16.0,486.0,4.0,0.0,12.0,1.0
34883.0,0.0,0.0,16.0,1240.0,2.0,1.0,3.0,0.0
10045.0,0.0,0.0,15.0,965.0,3.0,1.0,5.0,0.0
56726.0,0.0,0.0,15.0,1262.0,4.0,0.0,1.0,1.0
42655.0,0.0,0.0,15.0,1004.0,4.0,1.0,3.0,5.0
51690.0,0.0,0.0,15.0,1091.0,2.0,0.0,2.0,9.0
20255.0,0.0,0.0,14.0,1024.0,5.0,0.0,3.0,2.0
25178.0,0.0,0.0,14.0,1178.0,0.0,0.0,0.0,1.0
94140.0,0.0,0.0,14.0,1023.0,3.0,0.0,1.0,3.0
130554.0,0.0,0.0,14.0,530.0,1.0,0.0,9.0,1.0
