player_id,goals,goal_assist,appearances,mins_played,yellow_card,red_card,total_sub_on,total_sub_off
34626.0,0.0,0.0,14.0,1028.0,0.0,1.0,3.0,1.0
160118.0,0.0,0.0,13.0,487.0,1.0,0.0,8.0,4.0
159715.0,0.0,0.0,13.0,968.0,5.0,0.0,2.0,3.0
18566.0,0.0,0.0,12.0,357.0,0.0,0.0,9.0,3.0
50336.0,0.0,0.0,12.0,634.0,0.0,0.0,6.0,2.0
31291.0,0.0,0.0,12.0,905.0,0.0,0.0,2.0,1.0
161550.0,0.0,0.0,12.0,405.0,0.0,0.0,8.0,2.0
179348.0,0.0,0.0,12.0,954.0,5.0,0.0,2.0,1.0
180157.0,0.0,0.0,11.0,756.0,1.0,0.0,3.0,1.0
180209.0,0.0,0.0,11.0,606.0,2.0,0.0,4.0,2.0
160781.0,0.0,0.0,11.0,476.0,0.0,0.0,7.0,2.0
14111.0,0.0,0.0,11.0,810.0,3.0,0.0,2.0,2.0
139561.0,0.0,0.0,11.0,553.0,1.0,0.0,5.0,3.0
161985.0,0.0,0.0,11.0,564.0,0.0,0.0,5.0,3.0
161346.0,0.0,0.0,11.0,873.0,1.0,0.0,2.0,0.0
43133.0,0.0,0.0,11.0,872.0,2.0,0.0,3.0,0.0
90847.0,0.0,0.0,11.0,782.0,1.0,0.0,1.0,6.0
161449.0,0.0,0.0,10.0,900.0,0.0,0.0,0.0,0.0
44033.0,0.0,0.0,10.0,589.0,2.0,0.0,4.0,1.0
162023.0,0.0,0.0,9.0,245.0,2.0,0.0,7.0,2.0
175656.0,0.0,0.0,9.0,662.0,0.0,0.0,1.0,5.0
64876.0,0.0,0.0,9.0,190.0,0.0,0.0,7.0,2.0
130623.0,0.0,0.0,9.0,684.0,1.0,0.0,2.0,3.0
53278.0,0.0,0.0,9.0,556.0,0.0,1.0,2.0,1.0
161559.0,0.0,0.0,8.0,128.0,0.0,0.0,8.0,0.0
19444.0,0.0,0.0,8.0,633.0,0.0,0.0,1.0,1.0
179279.0,0.0,0.0,8.0,686.0,0.0,0.0,1.0,0.0
11241.0,0.0,0.0,8.0,160.0,0.0,0.0,7.0,0.0
90688.0,0.0,0.0,8.0,362.0,2.0,0.0,4.0,4.0
14289.0,0.0,0.0,8.0,318.0,0.0,0.0,5.0,3.0
166103.0,0.0,0.0,8.0,462.0,2.0,0.0,2.0,4.0
161453.0,0.0,0.0,8.0,558.0,1.0,0.0,2.0,0.0
180063.0,0.0,0.0,7.0,391.0,0.0,0.0,2.0,5.0
141016.0,0.0,0.0,7.0,358.0,0.0,0.0,4.0,0.0
180210.0,0.0,0.0,7.0,65.0,0.0,0.0,7.0,0.0
134380.0,0.0,0.0,7.0,201.0,0.0,0.0,5.0,1.0
135178.0,0.0,0.0,7.0,537.0,0.0,0.0,2.0,0.0
160698.0,0.0,0.0,7.0,126.0,0.0,0.0,7.0,0.0
179147.0,0.0,0.0,7.0,67.0,1.0,0.0,7.0,0.0
175680.0,0.0,0.0,7.0,411.0,0.0,0.0,2.0,5.0
180034.0,0.0,0.0,7.0,451.0,0.0,0.0,2.0,2.0
4600.0,0.0,0.0,6.0,336.0,0.0,0.0,3.0,1.0
180424.0,0.0,0.0,6.0,422.0,1.0,0.0,2.0,0.0
32012.0,0.0,0.0,6.0,125.0,0.0,0.0,5.0,1.0
35777.0,0.0,0.0,6.0,112.0,1.0,0.0,6.0,0.0
179421.0,0.0,0.0,6.0,226.0,0.0,1.0,4.0,1.0
130400.0,0.0,0.0,6.0,271.0,0.0,0.0,2.0,3.0
175685.0,0.0,0.0,6.0,540.0,1.0,0.0,0.0,0.0
159287.0,0.0,0.0,6.0,113.0,0.0,0.0,5.0,1.0
162014.0,0.0,0.0,6.0,342.0,0.0,0.0,2.0,1.0
180035.0,0.0,0.0,6.0,411.0,0.0,0.0,1.0,2.0
134618.0,0.0,0.0,6.0,526.0,1.0,0.0,0.0,1.0
131690.0,0.0,0.0,6.0,175.0,0.0,0.0,4.0,2.0
179296.0,0.0,0.0,5.0,285.0,2.0,0.0,2.0,0.0
179148.0,0.0,0.0,5.0,60.0,0.0,0.0,5.0,0.0
180050.0,0.0,0.0,5.0,44.0,0.0,0.0,5.0,0.0
175380.0,0.0,0.0,5.0,322.0,1.0,0.0,0.0,5.0
161537.0,0.0,0.0,5.0,90.0,0.0,0.0,4.0,1.0
160166.0,0.0,0.0,5.0,218.0,0.0,0.0,3.0,0.0
160081.0,0.0,0.0,5.0,435.0,1.0,0.0,1.0,0.0
172388.0,0.0,0.0,5.0,138.0,0.0,0.0,4.0,1.0
175534.0,0.0,0.0,5.0,441.0,0.0,0.0,0.0,1.0
94486.0,0.0,0.0,5.0,65.0,1.0,0.0,5.0,0.0
14288.0,0.0,0.0,5.0,235.0,1.0,0.0,3.0,1.0
93957.0,0.0,0.0,5.0,187.0,0.0,0.0,3.0,0.0
180097.0,0.0,0.0,4.0,57.0,0.0,0.0,4.0,0.0
32539.0,0.0,0.0,4.0,346.0,0.0,0.0,1.0,0.0
180093.0,0.0,0.0,4.0,271.0,1.0,0.0,1.0,0.0
47176.0,0.0,0.0,4.0,360.0,0.0,0.0,0.0,0.0
129751.0,0.0,0.0,4.0,66.0,0.0,0.0,3.0,1.0
53032.0,0.0,0.0,4.0,66.0,1.0,0.0,3.0,1.0
134737.0,0.0,0.0,4.0,100.0,0.0,0.0,3.0,0.0
135671.0,0.0,0.0,4.0,120.0,0.0,0.0,3.0,1.0
31013.0,0.0,0.0,4.0,266.0,0.0,0.0,1.0,1.0
154172.0,0.0,0.0,4.0,150.0,0.0,0.0,2.0,2.0
180848.0,0.0,0.0,4.0,18.0,0.0,0.0,4.0,0.0
53183.0,0.0,0.0,4.0,238.0,0.0,0.0,3.0,0.0
133675.0,0.0,0.0,4.0,57.0,0.0,0.0,3.0,1.0
43062.0,0.0,0.0,3.0,103.0,0.0,0.0,2.0,0.0
161388.0,0.0,0.0,3.0,34.0,0.0,0.0,3.0,0.0
172462.0,0.0,0.0,3.0,58.0,0.0,0.0,2.0,1.0
21222.0,0.0,0.0,3.0,270.0,0.0,0.0,0.0,0.0
180889.0,0.0,0.0,3.0,136.0,0.0,0.0,2.0,1.0
144289.0,0.0,0.0,3.0,184.0,0.0,0.0,1.0,0.0
180207.0,0.0,0.0,3.0,166.0,0.0,0.0,1.0,1.0
163789.0,0.0,0.0,3.0,111.0,1.0,0.0,2.0,1.0
163201.0,0.0,0.0,3.0,270.0,0.0,0.0,0.0,0.0
159974.0,0.0,0.0,3.0,19.0,0.0,0.0,3.0,0.0
172469.0,0.0,0.0,3.0,24.0,0.0,0.0,3.0,0.0
179282.0,0.0,0.0,3.0,270.0,0.0,0.0,0.0,0.0
90117.0,0.0,0.0,3.0,121.0,1.0,0.0,2.0,0.0
130553.0,0.0,0.0,2.0,127.0,1.0,0.0,0.0,2.0
10048.0,0.0,0.0,2.0,127.0,0.0,0.0,0.0,1.0
160738.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0
160893.0,0.0,0.0,2.0,135.0,0.0,0.0,1.0,0.0
161384.0,0.0,0.0,2.0,19.0,0.0,0.0,2.0,0.0
180206.0,0.0,0.0,2.0,16.0,0.0,0.0,2.0,0.0
175441.0,0.0,0.0,2.0,31.0,0.0,0.0,2.0,0.0
30959.0,0.0,0.0,2.0,48.0,0.0,0.0,2.0,0.0
6013.0,0.0,0.0,2.0,135.0,0.0,0.0,0.0,1.0
138634.0,0.0,0.0,2.0,19.0,0.0,0.0,2.0,0.0
41632.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
171568.0,0.0,0.0,2.0,86.0,0.0,0.0,1.0,1.0
19667.0,0.0,0.0,2.0,22.0,0.0,0.0,2.0,0.0
180764.0,0.0,0.0,2.0,114.0,0.0,0.0,0.0,1.0
153068.0,0.0,0.0,2.0,140.0,0.0,0.0,1.0,0.0
31037.0,0.0,0.0,2.0,158.0,0.0,0.0,1.0,0.0
32165.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
160579.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0
138686.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,0.0
132466.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
175545.0,0.0,0.0,2.0,97.0,0.0,0.0,1.0,1.0
179415.0,0.0,0.0,2.0,162.0,1.0,0.0,1.0,0.0
172658.0,0.0,0.0,2.0,36.0,0.0,0.0,2.0,0.0
30554.0,0.0,0.0,2.0,24.0,1.0,0.0,2.0,0.0
180123.0,0.0,0.0,2.0,42.0,0.0,0.0,2.0,0.0
134740.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0
181972.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0
106138.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
15279.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0
160300.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0
19884.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
161386.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0
179298.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
172390.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0
159635.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0
49710.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,1.0
162047.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
180197.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0
163251.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
20253.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,1.0
31063.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0
135709.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0
161396.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0
184255.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
184283.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
136298.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0
50563.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0
134707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
